ano,numero,ementa,autores,id,texto_original,OCCUPATION,PERSON,REGION,ORG,STREET,MISC,LOC,DATE,address,city,country,lat,lng,state,postal
2021,116,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, e ao Departamento Municipal de Trânsito, solicitando que estude a possibilidade de instalar mais um redutor de velocidade na Rua Marcília Alves de Souza onde, infelizmente, motoristas não têm respeitado os limites de velocidade.",142,2794,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2794/116-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Departamento Municipal de Trânsito',)",Rua Marcília Alves de Souza,,,,"Rua Marciília Alves De Souza Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3008352,-50.0615453,Paraná,
2022,267,"Solicita a Secretaria Municipal de Serviços e Obras Públicas, para que realize a coleta de entulhos próximo ao final da Rua Marcília Alves de Souza, no Jardim Bela Manhã, que está gerando reclamações por parte dos moradores.",142,3753,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3753/267-2022.pdf,,,"('Jardim Bela Manhã',)","('Secretaria Municipal de Serviços e Obras Públicas',)",Rua Marcília Alves de Souza,,,,"Rua Marciília Alves De Souza Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3008352,-50.0615453,Paraná,
2021,91,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando que, por meio do Departamento Municipal de Trânsito, que:
•	implante mais redutores de velocidade e pontos críticos na Rua Marcília Alves de Souza, Jardim Bela Manhã, visto que os veículos, principalmente as motos, trafegam no local em alta velocidade, podendo causar graves acidentes;
•	implante um redutor de velocidade na Rua Curitiba, próximo ao antigo Gustão, visto que os veículos, principalmente as motos, trafegam no local em alta velocidade, podendo causar graves acidentes.",142,2766,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2766/91-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Jardim Bela Manhã',)","('Departamento Municipal de Trânsito',)",Rua Curitiba,,,,"Rua Curitiba Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2859312,-50.076206,Paraná,
2021,118,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, e ao Departamento Municipal de Trânsito, solicitando que estude a possibilidade de instalar mais um redutor de velocidade na Rua Curitiba, onde infelizmente os motoristas não têm respeitado os limites de velocidades.",142,2796,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2796/118-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Departamento Municipal de Trânsito',)",Rua Curitiba,,,,"Rua Curitiba Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2859312,-50.076206,Paraná,
2022,156,"Solicita ao Departamento Municipal de Trânsito, que analise e realize a implantação de um redutor de velocidade na Rua Curitiba, próximo a algumas igrejas existentes nesse logradouro.",143,3627,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3627/156-2022.pdf,,,,"('Departamento Municipal de Trânsito',)",Rua Curitiba,,,,"Rua Curitiba Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2859312,-50.076206,Paraná,
2021,92,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando que determine ao Departamento Municipal de Trânsito que proceda a implantação de uma faixa elevada na Rua José Viera Gusmão (marginal da BR-153), 200 metros antes do trevo na BR-153 que dá acesso a Rodovia Deputado Benedito Lúcio Machado, a fim de melhorar a segurança para os pedestres no local.",13,2767,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2767/92-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Departamento Municipal de Trânsito',)",Rua José Viera Gusmão,,"('BR-153', 'BR-153')",,"Rua José Vieira Gusmão Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2970757,-50.0665821,Paraná,
2022,662,"Solicita a Secretaria Municipal de Obras e Serviços Públicos para que realize operação tapa buraco na Rua José Viera Gusmão, no trecho paralelo à marginal esquerda da BR-153 entre a passarela da Vila 7 e a empresa Concrenorte Materiais de Construção.",17,4230,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/4230/662-2022.pdf,,,"('Vila 7',)","('Secretaria Municipal de Obras e Serviços Públicos', 'Concrenorte Materiais de Construção')",Rua José Viera Gusmão,,"('BR-153',)",,"Rua José Vieira Gusmão Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2970757,-50.0665821,Paraná,
2021,99,"Requer que seja expedido ofício à SANEPAR, solicitando que realize revisão de seus equipamentos que passam/atravessam os Ribeirões de nossa cidade. 
Recentemente, por contato telefônico,  comunicamos a companhia,  o constante mau cheiro no Ribeirão Boi Pintado, na altura do início da Rua Rosário Agostinho, sob a ponte que dá acesso ao Jardim Santa Crescência. 
A poluição da água deve ser evitada de forma sistemática e com revisão constante dos entroncamentos e condutores que atravessam os ribeirões da cidade.",17,2775,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2775/99-2021.pdf,,,"('Ribeirões', 'Ribeirão Boi Pintado', 'Jardim Santa Crescência')","('SANEPAR',)",Rua Rosário Agostinho,,,,"Rosario Augustinho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2886612,-50.0569092,Paraná,
2021,292,"Requer ao Ilustríssimo Diretor do Departamento Municipal Trânsito, Senhor Bruno Augusto Ribeiro Chagas, que proceda a instalação de redutores de velocidade ou faixas elevadas na Rua Rosário Agostinho, no Jardim Santa Crescência, onde tem ocorrido abuso de velocidade constante por parte de veículos e motos, e até já  ocasionaram morte de animal de estimação de morador da referida rua, o que causa muita preocupação com a segurança inclusive das crianças do bairro.
Também na Rua Aldo de Claro Oliveira, tem se observado este comportamento dos motoristas, e como a rua de acesso ao Hospital Regional, não sabemos se o mesmo pode ser feito, mas pedimos providências com maior sinalização vertical e horizontal, inclusive no sentido de alerta quanto à velocidade.",17,2991,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2991/292-2021.pdf,"('Diretor',)","('Senhor Bruno Augusto Ribeiro Chagas',)","('Jardim Santa Crescência',)","('Departamento Municipal Trânsito', 'Hospital Regional')",Rua Rosário Agostinho,,,,"Rosario Augustinho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2886612,-50.0569092,Paraná,
2023,92,"Solicita à Secretaria Municipal de Obras e Serviços Públicos para que realize melhorias nas seguintes localidades: rua de acesso à EFAPI, Rua Rosário Agostinho, Rua Aldo Claro e Rua Genor Juliano.",13,4365,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2023/4365/92-2023.pdf,,,,"('Secretaria Municipal de Obras e Serviços Públicos',)",Rua Rosário Agostinho,"('EFAPI',)",,,"Rosario Augustinho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2886612,-50.0569092,Paraná,
2023,188,"Solicita à SECRETARIA MUNICIPAL DE SERVIÇOS E OBRAS PÚBLICAS para que realize manutenção na grelha de chuva próximo à ponte localizada na Rua Rosário Agostinho, no Jardim Santa Crescência, que está sem uma barra de ferro, podendo causar acidente.",14,4485,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2023/4485/188-2023.pdf,,,"('Jardim Santa Crescência',)","('SECRETARIA MUNICIPAL DE SERVIÇOS',)",Rua Rosário Agostinho,,,,"Rosario Augustinho Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.2886612,-50.0569092,Paraná,
2021,108,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que providencie junto ao Departamento Municipal de Trânsito a instalação de duas travessas elevadas nas proximidades dos portões da Escola Municipal Pedro Claro de Oliveira, sendo uma na Rua Elsa Soboleski (antiga Rua 4) e outra na Rua Angelino Fernandes da Silva, conforme imagem em anexo.",14,2786,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2786/108-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Departamento Municipal de Trânsito', 'Escola Municipal Pedro Claro de Oliveira')",Rua 4,,,,"Rua Quatro Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.282336,-50.0710839,Paraná,
2021,108,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, que providencie junto ao Departamento Municipal de Trânsito a instalação de duas travessas elevadas nas proximidades dos portões da Escola Municipal Pedro Claro de Oliveira, sendo uma na Rua Elsa Soboleski (antiga Rua 4) e outra na Rua Angelino Fernandes da Silva, conforme imagem em anexo.",14,2786,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2786/108-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Departamento Municipal de Trânsito', 'Escola Municipal Pedro Claro de Oliveira')",Rua Angelino Fernandes da Silva,,,,"Rua Angelino Fernandes Da Silva Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3064469,-50.0724202,Paraná,
2021,110,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando que providencie junto ao departamento competente a instalação de postes de iluminação pública na Rua 4 da Vila Coelho.",14,2788,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2788/110-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,,Rua 4 da Vila Coelho,,,,"Rua Quatro Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.282336,-50.0710839,Paraná,
2021,111,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando que providencie junto ao setor competente a instalação de um braço de iluminação pública, nas proximidades da ponte da Rua Vereador José Antunes Ferreira, próximo ao Sindicato dos Trabalho. Nessa localidade é necessário reforçar a iluminação pública de forma a oferecer maior sensação de segurança ao bairro.",14,2789,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2789/111-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Sindicato dos Trabalho',)",Rua Vereador José Antunes Ferreira,,,,"Rua Vereador José Antunes Ferreira Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3040547,-50.0821004,Paraná,
2022,293,"Solicita ao Departamento Municipal de Meio Ambiente para que providencie o corte e a limpeza do matagal nas proximidades da ponte na Rua Vereador José Antunes Ferreira, no Jardim Paraíso (Bairro do Sindicato dos Trabalhadores Rurais).",15,3784,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3784/293-2022.pdf,,,"('Jardim Paraíso', 'Bairro do Sindicato dos Trabalhadores Rurais')","('Departamento Municipal de Meio Ambiente',)",Rua Vereador José Antunes Ferreira,,,,"Rua Vereador José Antunes Ferreira Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3040547,-50.0821004,Paraná,
2021,112,"Requer que seja expedido ofício ao Departamento de Estradas de Rodagem (DER-PR) solicitando informações se existe previsão para obras de melhorias e tapa buraco na Rodovia Estadual Deputado Benedito Lúcio Machado – PR 439, entre a BR-153 e o Povoado da Platina. E caso não exista tal previsão, solicitamos que este departamento inclua em seu cronograma as necessárias obras a reparação dessa rodovia.",20,2790,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2790/112-2021.pdf,,,"('Povoado da Platina',)","('Departamento de Estradas de Rodagem', 'DER-PR')",Rodovia Estadual,,"('BR-153',)",,Rod. Dep. Benedito Lúcio Machado - Santo Antônio da Platina,,,-23.298077261461,-50.0543756833442,,
2021,126,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que, por meio da Secretaria Municipal de Serviços de Obras Públicas, que proceda implantação de pavimentação asfáltica na Rua Simão José, no Parque Pavão III, visto que no local reside um senhora com uma filha cadeirante, a qual encontra dificuldades de locomoção com a cadeira de rodas, devido a falta do asfalto.",143,2808,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2808/126-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Parque Pavão III',)","('Secretaria Municipal de Serviços de Obras Públicas',)",Rua Simão José,,,,"Rua Simão José Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3127477,-50.0867751,Paraná,
2021,188,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que providencie junto a Secretaria Municipal de Serviços e Obras Públicas, a pavimentação asfáltica ou pelo menos a manutenção com empedramento e  devida compactação,  do trecho da Rua Simão José, entre a Rua Vereador José Corrêa Gomes e Rua Osvaldo Pereira, no bairro Parque do Pavão III.
Esse trecho fica próximo ao posto de saúde, creche e a Igreja Católica daquele bairro, e diversos moradores tem reclamado das condições da rua, principalmente nas épocas de chuvas onde ocorre o deslizamento de pedras e lama.",143,2872,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2872/188-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Parque do Pavão III',)","('Secretaria Municipal de Serviços e Obras Públicas', 'Igreja Católica')",Rua Simão José,,,,"Rua Simão José Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3127477,-50.0867751,Paraná,
2022,52,"Requer que seja expedido ofício ao Departamento Municipal de Transito, com o objetivo de melhorar a movimentação da circular do transporte coletivo, estude a possibilidade e restringir o estacionamento nas seguintes ruas do bairro Vitória Régia:
•	Rua Benedito R. dos Santos: ficar livre no lado direito de quem sobe;
•	Rua Simão José (lado direito)
•	Ver. José Correa Gomes (lado direito de quem desce).",143,3517,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3517/52-2022.pdf,,,"('Vitória Régia',)","('Departamento Municipal de Transito',)",Rua Simão José,,,,"Rua Simão José Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3127477,-50.0867751,Paraná,
2022,313,"Solicita à Secretaria Municipal de Serviços e Obras Públicas, ou outro departamento desta Prefeitura Municipal, para que sejam tomadas as seguintes providências na Rua Simão José, no Parque do Pavão III, próximo ao endereço de n° 283:
1.	Que seja realizada operação tapa-buraco e manutenção na pavimentação asfáltica;
2.	Que seja solucionado o problema da água parada que devido ao mau cheiro e sujeira, é motivo de grande insatisfação por parte dos moradores.",20,3809,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3809/313-2022.pdf,,,"('Parque do Pavão III',)","('Secretaria Municipal de Serviços e Obras Públicas', 'Prefeitura Municipal')",Rua Simão José,,,,"Rua Simão José Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3127477,-50.0867751,Paraná,
2021,129,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe informações sobrea as razões da demora para se iniciar as obras da Rua Vieira de Leiria, no Jardim Vista Alegre.",15,2811,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2811/129-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Jardim Vista Alegre',)",,Rua Vieira de Leiria,,,,"Rua Vieira De Leiria Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2894282,-50.0727975,Paraná,86430-000
2021,130,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que determine ao Departamento Municipal de Trânsito que proceda:
•	A implantação de uma faixa elevada na Rua 24 de Maio, em frente ao Cinema Caffé;
•	Faixa frontal com sinalização horizontal (bolsão) para delimitar área de parada exclusiva de espera para motos nos semáforos.",20,2812,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2812/130-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Departamento Municipal de Trânsito',)",Rua 24 de Maio,,,,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2021,159,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que determine ao Departamento Municipal de Trânsito que implante uma faixa elevada na Rua 24 de Maio, em frente ao Posto Rodoluz, a fim de melhorar a segurança no local.",20,2841,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2841/159-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Departamento Municipal de Trânsito',)",Rua 24 de Maio,"('Posto Rodoluz',)",,,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2021,293,"Requer ao Ilustríssimo Diretor do Departamento Municipal Trânsito, Senhor Bruno Augusto Ribeiro Chagas, que proceda a instalação de um semáforo no cruzamento da Rua 24 de Maio com a Rua Rui Barbosa, devido ao grande fluxo e dificuldade da travessia deste local central, conforme solicitação que chegou a esta vereadora.  
Como existem dois semáforos nas proximidades seria necessário um estudo melhor do trânsito e sincronização nesta parte central da cidade.",17,2992,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2992/293-2021.pdf,"('Diretor',)","('Senhor Bruno Augusto Ribeiro Chagas',)",,"('Departamento Municipal Trânsito',)",Rua 24 de Maio,,,,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2022,154,"Solicita ao Departamento Municipal de Trânsito que analise o caso e providencie uma melhor sinalização de trânsito com indicação da área escolar, e instalação de travessa elevada (redutor de velocidade) na Rua 24 de Maio, em frente à Escola Sagrada Família (os vermelhinhos).",20,3625,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3625/154-2022.pdf,,,,"('Departamento Municipal de Trânsito', 'Escola Sagrada Família')",Rua 24 de Maio,,,,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2022,170,"Solicita ao Departamento Municipal de Trânsito que seja reforçado a sinalização viária (pintura das faixas e placas) no cruzamento entre a Rua 24 de Maio e a Rua dos Estudantes, pois, infelizmente, motoristas não têm respeitado a sinalização de preferência nessa esquina.",15,3641,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3641/170-2022.pdf,,,,"('Departamento Municipal de Trânsito',)",Rua 24 de Maio,,,,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2022,285,"Solicita ao Departamento de Estradas e Rodagens (DER-PR) que verifique e realize as devidas manutenções na pavimentação do trecho da BR 153 entre os trevos de acesso à Rua 24 de Maio e o trevo de acesso à Vila Santa Terezinha, onde é possível constatar a presença de saliências no asfalto, e dos quais já se ouve relatos que estão entrando em choque com os assoalhos de carros de passeio.",20,3774,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3774/285-2022.pdf,,,"('Vila Santa Terezinha',)","('Departamento de Estradas e Rodagens',)",Rua 24 de Maio,,"('BR 153',)",,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2022,315,"Solicita ao Departamento Nacional de Infraestrutura e Transporte (DNIT) regional de Londrina, para que verifique e realize as devidas manutenções na pavimentação do trecho da BR 153 entre os trevos de acesso à Rua 24 de Maio e o trevo de acesso à Vila Santa Terezinha, onde é possível constatar a presença de saliências no asfalto, e dos quais já se ouve relatos que estão entrando em choque com os assoalhos de carros de passeio.",20,3811,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3811/315-2022.pdf,,,"('Londrina', 'Vila Santa Terezinha')","('Departamento Nacional de Infraestrutura e Transporte',)",Rua 24 de Maio,,"('BR 153',)",,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2022,417,"Solicita informações da Secretaria Municipal de Planejamento, ou outro departamento competente, sobre se existe previsão para solução da depressão que se formou na esquina entre a Rua Rui Barbosa e Rua 24 de Maio, com a instalação do recape asfáltico.",20,3932,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/3932/417-2022.pdf,,,,"('Secretaria Municipal de Planejamento',)",Rua 24 de Maio,,,,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2022,547,"Solicita à Secretaria Municipal de Serviços e Obras Públicas para que realize operação tapa buraco nos seguintes logradouros:
1.	Na Rua 13 de Maio, pelo menos desde o cruzamento com a Rua 24 de Maio até o Hospital;
2.	E na Rua José Antunes Ferreira, que desce do Hospital até o bairro do Sindicato, pois os moradores estão pedindo socorro com os buracos das ruas.",14,4091,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/4091/547-2022.pdf,,,,"('Secretaria Municipal de Serviços e Obras Públicas', 'Hospital')",Rua 24 de Maio,,"('bairro do Sindicato',)",,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2022,593,"Solicita ao Departamento Municipal de Trânsito para que providencie um redutor de velocidade (lombada) na Rua 24 de Maio, próximo à empresa Multiplacas, uma vez que moradores e comerciantes tem externado grande preocupação com a alta velocidade com que os veículos têm transitado por nesse local.",15,4142,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2022/4142/593.pdf,,,,"('Departamento Municipal de Trânsito',)",Rua 24 de Maio,,,,"Rua 24 De Maio Santo Antônio da Platina - Paraná, 86430-000, Brazil",Santo Antônio da Platina,Brazil,-23.2939882,-50.0786894,Paraná,86430-000
2021,132,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que designe o departamento competente para que realize as seguintes obras 
1.	Realize obras de drenagem na Academia da Terceira Idade (ATI) localizada na Rua Hélio Nogueira do Amaral, Jardim São Paulo;
2.	Realize um levantamento das situações das ATI’s de forma a elaborar um plano de manutenção dos equipamentos, calçamento adequado das praças, arborização e pintura, etc.",13,2814,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2814/132-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)","('Jardim São Paulo',)","('Academia da Terceira Idade', 'ATI', 'ATI')",Rua Hélio Nogueira do Amaral,,,,"Rua Hélio Nogueira Do Amaral Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3073051,-50.0736843,Paraná,
2021,137,"Requer que seja expedido ofício ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando-lhe que:
•	à Secretaria Municipal de Serviços e Obras Públicas resolva o problema da Avenida José Palma Rennó, proximidades da Unidade Sentinela, visto que no local empossa muita água da chuva, e isso tem sido uma reclamação constante da população; 
•	à Secretaria Municipal Saúde que proceda o informativo dos dias e da idade das pessoas que serão vacinadas contra o Coronavírus por meio das rádios locais e do carro de som, que hoje já informa as medidas de prevenção do vírus, para melhorar a comunicação com a população;
o Departamento Municipal de Trânsito implante pontos de parada de ônibus na Avenida Frei Guilherme Maria, próximo às clínicas médicas, para que o circular da empresa Princesa do Norte, possa fazer paradas no local para a descida e embarque de passageiros.",14,2819,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2819/137-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,"('Secretaria Municipal de Serviços e Obras Públicas', 'Unidade Sentinela', 'Secretaria Municipal Saúde', 'Coronavírus', 'Departamento Municipal de Trânsito', 'Princesa do Norte')",Avenida José Palma Rennó,,,,"Avenida José Palma Renno Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3036265,-50.0892883,Paraná,
2021,200,"ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando que informe se foram realizados estudos para instalação de ciclovia e melhorias na sinalização da pista de caminhada na Avenida José Palma Rennó, em nossa Cidade.
JUSTIFICA:
A pista de caminhada da Avenida José Palma Rennó se tornou um atrativo para a prática de atividades físicas para diversos cidadãos – principalmente nos finais de tarde. Entretanto, a Avenida é um acesso direto a PR-439, e possui uma grande movimentação de automóveis. A falta de sinalização adequada representa um risco de acidente para pedestres e ciclistas, principalmente a esses últimos, que dividem a pista com os automóveis. Portanto, medidas preventivas devem ser tomadas a fim de se evitar que graves acidentes ocorram.",15,2887,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2887/200-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,,Avenida José Palma Rennó,,"('PR-439',)",,"Avenida José Palma Renno Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3036265,-50.0892883,Paraná,
2021,200,"ao Excelentíssimo Prefeito Municipal, Senhor José da Silva Coelho Neto, solicitando que informe se foram realizados estudos para instalação de ciclovia e melhorias na sinalização da pista de caminhada na Avenida José Palma Rennó, em nossa Cidade.
JUSTIFICA:
A pista de caminhada da Avenida José Palma Rennó se tornou um atrativo para a prática de atividades físicas para diversos cidadãos – principalmente nos finais de tarde. Entretanto, a Avenida é um acesso direto a PR-439, e possui uma grande movimentação de automóveis. A falta de sinalização adequada representa um risco de acidente para pedestres e ciclistas, principalmente a esses últimos, que dividem a pista com os automóveis. Portanto, medidas preventivas devem ser tomadas a fim de se evitar que graves acidentes ocorram.",15,2887,https://sapl.santoantoniodaplatina.pr.leg.br/media/sapl/public/materialegislativa/2021/2887/200-2021.pdf,"('Prefeito Municipal',)","('Senhor José da Silva Coelho Neto',)",,,Avenida José Palma Rennó,,"('PR-439',)",,"Avenida José Palma Renno Santo Antônio da Platina - Paraná, Brazil",Santo Antônio da Platina,Brazil,-23.3036265,-50.0892883,Paraná,
